student_id,year,term,department,program,student_type,gender,race_ethnicity,age,residency_status,first_generation,financial_aid,unmet_financial_need,credits_attempted,credits_completed,completion_rate,attendance_rate,engagement_score,advising_visits,tutoring_visits,online_courses,gpa,risk_level,retention_probability,retained,graduation_probability,graduated
S01922,2025,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Asian,18,International,No,Yes,5010.0,27,27,100.0,100.0,69.4,3,3,2,4.0,Low,0.861,Yes,0.819,Yes
S01923,2024,Fall,Public Health,BS Public Health,Undergraduate,Female,Hispanic/Latino,23,In-state,No,No,7859.0,30,30,100.0,94.5,76.4,4,0,1,2.7,Low,0.714,Yes,0.562,Yes
S01924,2024,Fall,Social Work,BSW,Undergraduate,Female,White,22,In-state,Yes,Yes,4467.0,24,24,100.0,87.2,76.8,2,0,0,3.51,Low,0.78,Yes,0.652,Yes
S01925,2024,Spring,Social Work,BSW,Undergraduate,Female,Black,20,In-state,No,No,4603.0,30,29,95.3,68.8,96.5,1,2,1,3.12,Medium,0.633,No,0.518,No
S01926,2025,Fall,Social Work,MSW,Graduate,Female,Black,29,In-state,No,Yes,8115.0,27,27,100.0,84.3,83.9,4,3,4,3.75,Low,0.826,Yes,0.758,No
S01927,2026,Spring,Public Health,BS Public Health,Undergraduate,Male,Asian,21,In-state,Yes,Yes,0.0,27,27,99.9,93.6,45.3,3,0,1,2.65,Low,0.661,Yes,0.401,No
S01928,2024,Fall,Social Work,BSW,Undergraduate,Male,White,20,Out-of-state,No,Yes,5832.0,24,24,100.0,89.5,48.1,3,2,1,4.0,Low,0.779,Yes,0.706,No
S01929,2023,Fall,Nutrition,MS Nutrition,Graduate,Female,White,30,In-state,No,Yes,8249.0,21,21,100.0,89.6,82.2,2,0,3,4.0,Low,0.838,Yes,0.769,Yes
S01930,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Male,Other/Unknown,25,In-state,Yes,Yes,0.0,31,31,100.0,88.2,63.2,0,0,1,3.94,Low,0.801,No,0.715,Yes
S01931,2023,Spring,Health Administration,BS Health Administration,Undergraduate,Female,Black,23,In-state,Yes,Yes,7416.0,32,31,98.3,100.0,99.8,2,4,2,3.22,Low,0.827,Yes,0.756,Yes
S01932,2025,Fall,Health Administration,MHA,Graduate,Female,Asian,26,In-state,No,Yes,6031.0,27,27,100.0,100.0,79.6,1,0,2,3.3,Low,0.801,Yes,0.681,Yes
S01933,2026,Fall,Data Science,MS Health Data Science,Graduate,Female,White,29,International,No,Yes,8758.0,30,30,100.0,73.6,92.1,2,0,2,2.95,Low,0.673,Yes,0.513,Yes
S01934,2023,Fall,Public Health,BS Public Health,Undergraduate,Female,Asian,19,In-state,No,No,5498.0,32,32,100.0,76.0,67.9,5,3,2,3.75,Low,0.777,Yes,0.712,Yes
S01935,2023,Spring,Health Administration,BS Health Administration,Undergraduate,Female,Asian,22,Out-of-state,No,No,10367.0,32,31,98.3,95.9,78.2,1,4,0,3.03,Low,0.7,Yes,0.61,Yes
S01936,2022,Fall,Data Science,BS Health Data Science,Undergraduate,Female,White,22,International,Yes,Yes,11832.0,27,27,100.0,89.0,79.4,1,3,0,3.69,Low,0.747,Yes,0.709,No
S01937,2024,Fall,Nutrition,BS Nutrition,Undergraduate,Male,White,19,International,No,No,14319.0,31,31,100.0,72.6,74.1,5,3,3,3.42,Medium,0.609,No,0.631,No
S01938,2022,Fall,Nutrition,MS Nutrition,Graduate,Male,White,23,Out-of-state,Yes,Yes,4571.0,18,18,100.0,84.3,100.0,4,0,0,3.7,Low,0.869,Yes,0.75,Yes
S01939,2024,Fall,Public Health,BS Public Health,Undergraduate,Male,White,22,Out-of-state,No,Yes,2697.0,24,24,100.0,81.5,67.7,1,4,1,4.0,Low,0.79,No,0.688,No
S01940,2023,Spring,Social Work,BSW,Undergraduate,Female,Black,19,In-state,No,No,7860.0,31,31,100.0,73.5,75.4,3,1,4,3.9,Low,0.758,Yes,0.716,No
S01941,2024,Spring,Health Administration,BS Health Administration,Undergraduate,Female,Black,20,In-state,Yes,Yes,0.0,30,29,95.2,85.4,89.0,2,0,2,2.84,Low,0.757,Yes,0.54,Yes
S01942,2026,Fall,Nutrition,MS Nutrition,Graduate,Female,White,32,In-state,No,No,4819.0,30,30,100.0,86.6,100.0,2,1,2,3.92,Low,0.871,Yes,0.819,Yes
S01943,2022,Spring,Nutrition,MS Nutrition,Graduate,Female,Hispanic/Latino,28,In-state,Yes,Yes,4799.0,24,24,100.0,100.0,100.0,3,1,0,3.93,Low,0.908,Yes,0.858,Yes
S01944,2022,Spring,Data Science,BS Health Data Science,Undergraduate,Female,Black,22,Out-of-state,Yes,Yes,4678.0,30,30,100.0,91.7,92.1,3,0,1,2.77,Low,0.763,Yes,0.599,Yes
S01945,2022,Spring,Social Work,BSW,Undergraduate,Female,Hispanic/Latino,23,In-state,Yes,No,8150.0,24,24,100.0,84.0,95.2,1,2,1,3.5,Low,0.772,Yes,0.672,Yes
S01946,2022,Spring,Nutrition,BS Nutrition,Undergraduate,Female,White,22,Out-of-state,Yes,Yes,5320.0,33,33,99.8,76.3,92.7,5,1,1,3.16,Low,0.774,Yes,0.661,No
S01947,2023,Spring,Social Work,BSW,Undergraduate,Female,Multiracial,18,In-state,Yes,Yes,679.0,32,30,94.7,74.5,66.3,0,4,4,2.66,High,0.396,No,0.206,Yes
S01948,2026,Fall,Data Science,BS Health Data Science,Undergraduate,Male,Hispanic/Latino,19,Out-of-state,No,Yes,732.0,30,27,88.9,68.2,60.1,0,0,0,2.96,Medium,0.5,Yes,0.323,No
S01949,2026,Spring,Social Work,BSW,Undergraduate,Male,Black,21,Out-of-state,No,Yes,7616.0,24,21,88.7,79.3,69.6,2,2,1,3.04,Low,0.636,Yes,0.44,Yes
S01950,2022,Spring,Health Administration,BS Health Administration,Undergraduate,Female,White,23,Out-of-state,No,Yes,9571.0,27,27,100.0,100.0,90.2,0,2,0,3.21,Medium,0.716,Yes,0.675,No
S01951,2023,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Multiracial,18,Out-of-state,Yes,Yes,3419.0,33,26,80.1,89.5,85.9,0,4,0,2.37,High,0.471,No,0.25,No
S01952,2023,Fall,Public Health,BS Public Health,Undergraduate,Male,Hispanic/Latino,23,In-state,Yes,Yes,4332.0,31,29,94.0,78.0,76.5,1,2,1,2.59,Medium,0.534,Yes,0.369,No
S01953,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Female,White,21,In-state,Yes,Yes,6410.0,32,32,100.0,97.4,59.2,3,0,0,2.92,Low,0.704,No,0.572,No
S01954,2026,Spring,Nutrition,BS Nutrition,Undergraduate,Male,White,19,Out-of-state,Yes,Yes,2554.0,30,29,97.6,80.3,48.7,0,1,0,3.35,Low,0.63,No,0.463,No
S01955,2025,Spring,Data Science,MS Health Data Science,Graduate,Female,White,31,In-state,Yes,No,3827.0,27,24,90.1,70.3,62.0,0,2,1,3.08,Medium,0.526,Yes,0.351,Yes
S01956,2022,Spring,Health Administration,BS Health Administration,Undergraduate,Male,Multiracial,24,In-state,Yes,Yes,4603.0,32,26,80.6,86.8,66.3,4,2,1,2.22,High,0.432,No,0.218,No
S01957,2023,Spring,Health Administration,BS Health Administration,Undergraduate,Male,White,18,Out-of-state,Yes,Yes,4103.0,31,25,81.5,85.9,45.9,2,2,1,1.69,High,0.257,No,0.089,No
S01958,2022,Fall,Public Health,BS Public Health,Undergraduate,Male,White,21,In-state,No,Yes,4793.0,33,33,100.0,80.9,84.3,4,0,0,3.24,Low,0.769,No,0.661,Yes
S01959,2024,Fall,Nutrition,MS Nutrition,Graduate,Male,Hispanic/Latino,34,In-state,No,No,8277.0,18,18,100.0,86.4,56.0,3,0,3,3.25,Low,0.689,Yes,0.495,No
S01960,2022,Fall,Public Health,BS Public Health,Undergraduate,Female,Asian,20,In-state,No,No,7034.0,27,27,100.0,82.3,67.0,1,0,0,4.0,Low,0.761,Yes,0.706,Yes
S01961,2026,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Black,18,In-state,Yes,Yes,1185.0,30,29,95.2,71.8,68.1,1,1,1,3.75,Low,0.734,No,0.602,Yes
S01962,2026,Spring,Health Administration,BS Health Administration,Undergraduate,Female,White,20,Out-of-state,No,Yes,4041.0,27,27,100.0,96.2,95.8,6,2,3,2.62,Low,0.816,Yes,0.641,No
S01963,2022,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Asian,23,Out-of-state,Yes,No,11693.0,24,23,95.9,77.7,61.3,3,3,0,2.51,Medium,0.434,Yes,0.306,No
S01964,2024,Fall,Data Science,BS Health Data Science,Undergraduate,Male,White,19,In-state,No,Yes,4715.0,32,32,100.0,100.0,96.9,2,1,2,4.0,Low,0.895,Yes,0.874,Yes
S01965,2026,Spring,Health Administration,MHA,Graduate,Male,White,22,International,Yes,No,14546.0,18,17,93.1,71.3,73.3,2,4,2,3.03,Medium,0.496,No,0.38,No
S01966,2026,Fall,Public Health,BS Public Health,Undergraduate,Male,Other/Unknown,21,In-state,No,No,7471.0,32,31,96.6,87.0,76.6,1,1,1,3.33,Low,0.72,Yes,0.628,No
S01967,2022,Spring,Nutrition,BS Nutrition,Undergraduate,Male,Black,24,In-state,Yes,Yes,4519.0,32,32,100.0,86.1,52.8,0,0,0,3.78,Low,0.715,Yes,0.64,No
S01968,2022,Fall,Health Administration,MHA,Graduate,Female,White,27,In-state,No,Yes,5053.0,24,24,100.0,70.8,82.0,5,3,1,3.78,Low,0.81,Yes,0.692,No
S01969,2023,Spring,Social Work,MSW,Graduate,Female,Black,33,In-state,No,Yes,5771.0,24,24,100.0,100.0,95.3,3,1,3,4.0,Low,0.903,Yes,0.858,Yes
S01970,2024,Spring,Public Health,BS Public Health,Undergraduate,Male,Multiracial,19,Out-of-state,No,No,11206.0,33,28,84.1,72.1,54.1,3,2,0,1.94,High,0.215,No,0.105,No
S01971,2023,Spring,Public Health,BS Public Health,Undergraduate,Female,Hispanic/Latino,18,Out-of-state,No,No,11036.0,31,29,95.0,94.0,83.9,1,0,1,2.99,Low,0.698,Yes,0.597,Yes
S01972,2026,Fall,Nutrition,BS Nutrition,Undergraduate,Male,White,21,In-state,No,Yes,6630.0,33,33,99.0,85.7,85.8,3,0,3,3.82,Low,0.826,Yes,0.793,Yes
S01973,2025,Fall,Public Health,BS Public Health,Undergraduate,Male,Asian,19,In-state,Yes,No,6101.0,33,33,100.0,97.8,77.8,3,0,0,3.52,Low,0.823,Yes,0.771,No
S01974,2023,Spring,Data Science,MS Health Data Science,Graduate,Female,White,29,Out-of-state,No,Yes,2380.0,24,23,96.5,79.3,64.3,2,0,4,3.34,Low,0.726,Yes,0.514,No
S01975,2023,Spring,Health Administration,BS Health Administration,Undergraduate,Female,Black,23,In-state,Yes,No,8206.0,31,30,96.0,95.2,67.9,2,0,0,3.59,Low,0.773,Yes,0.718,Yes
S01976,2022,Spring,Data Science,MS Health Data Science,Graduate,Female,White,37,In-state,No,Yes,3143.0,18,17,91.9,98.4,63.1,1,3,2,3.66,Low,0.813,Yes,0.651,Yes
S01977,2026,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Other/Unknown,20,In-state,No,No,9294.0,31,31,100.0,88.0,99.2,2,4,2,3.35,Low,0.786,Yes,0.724,Yes
S01978,2026,Spring,Data Science,BS Health Data Science,Undergraduate,Male,White,22,In-state,No,Yes,5326.0,24,22,89.9,85.0,61.5,1,0,1,4.0,Low,0.77,Yes,0.678,No
S01979,2023,Fall,Nutrition,MS Nutrition,Graduate,Female,White,22,Out-of-state,No,Yes,9438.0,18,18,100.0,83.7,78.8,3,4,0,3.69,Low,0.785,No,0.667,Yes
S01980,2025,Spring,Social Work,BSW,Undergraduate,Female,White,21,In-state,No,No,4887.0,27,27,100.0,79.6,88.0,1,1,1,4.0,Low,0.814,Yes,0.75,Yes
S01981,2026,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Hispanic/Latino,19,In-state,No,Yes,8431.0,32,29,90.9,87.5,86.1,2,3,1,3.23,Low,0.744,No,0.645,No
S01982,2025,Spring,Health Administration,BS Health Administration,Undergraduate,Female,Asian,23,In-state,No,Yes,5125.0,30,29,96.3,80.6,85.1,4,2,3,3.3,Low,0.774,Yes,0.654,Yes
S01983,2023,Fall,Public Health,BS Public Health,Undergraduate,Male,Asian,21,In-state,No,No,4465.0,27,27,100.0,72.6,79.7,4,0,1,3.7,Low,0.781,Yes,0.677,Yes
S01984,2026,Fall,Social Work,MSW,Graduate,Male,White,31,In-state,Yes,No,7880.0,18,16,88.1,70.5,54.9,0,1,3,2.18,High,0.234,No,0.08,No
S01985,2022,Spring,Health Administration,BS Health Administration,Undergraduate,Male,White,24,Out-of-state,Yes,Yes,4560.0,33,33,100.0,76.9,78.8,3,1,3,2.8,Medium,0.606,No,0.486,No
S01986,2022,Spring,Social Work,BSW,Undergraduate,Female,Hispanic/Latino,19,In-state,Yes,Yes,1089.0,32,26,82.7,70.0,83.9,0,0,0,2.32,High,0.375,Yes,0.159,No
S01987,2024,Fall,Public Health,BS Public Health,Undergraduate,Female,White,19,Out-of-state,No,Yes,3366.0,27,26,94.5,80.6,71.6,2,2,1,2.8,Low,0.652,No,0.423,No
S01988,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Male,Asian,22,In-state,No,Yes,0.0,32,29,89.2,83.1,74.7,2,2,3,3.67,Low,0.807,Yes,0.687,Yes
S01989,2024,Fall,Nutrition,MS Nutrition,Graduate,Male,Black,35,In-state,No,Yes,5032.0,30,30,100.0,74.1,80.9,6,1,0,3.88,Low,0.839,Yes,0.769,No
S01990,2024,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,19,In-state,No,No,7738.0,33,25,75.5,71.9,61.8,2,0,0,2.49,Medium,0.42,No,0.267,No
S01991,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Male,White,24,In-state,No,No,4499.0,33,29,87.3,82.9,48.1,6,0,0,3.12,Low,0.698,Yes,0.538,Yes
S01992,2023,Fall,Public Health,BS Public Health,Undergraduate,Female,Black,18,In-state,Yes,Yes,3750.0,33,33,100.0,78.6,75.1,1,0,1,2.85,Medium,0.58,Yes,0.457,No
S01993,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,20,Out-of-state,No,Yes,8232.0,24,24,100.0,100.0,90.2,4,4,0,3.43,Low,0.845,No,0.77,Yes
S01994,2023,Spring,Data Science,BS Health Data Science,Undergraduate,Female,Black,23,In-state,Yes,Yes,4863.0,31,29,93.8,64.3,60.6,1,1,3,3.35,Medium,0.522,No,0.426,No
S01995,2026,Spring,Social Work,BSW,Undergraduate,Female,White,24,Out-of-state,No,Yes,6732.0,32,31,97.5,88.4,72.4,2,0,1,3.3,Low,0.732,Yes,0.633,No
S01996,2026,Fall,Health Administration,MHA,Graduate,Male,White,33,Out-of-state,Yes,Yes,813.0,21,19,92.2,74.7,40.2,4,2,3,3.78,Medium,0.689,Yes,0.533,No
S01997,2022,Spring,Social Work,BSW,Undergraduate,Female,Multiracial,22,In-state,No,No,5875.0,33,33,100.0,98.5,87.2,1,2,1,3.7,Low,0.839,Yes,0.801,Yes
S01998,2025,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Black,21,In-state,No,Yes,1943.0,32,32,100.0,92.1,45.9,2,5,2,3.07,Low,0.681,No,0.512,No
S01999,2022,Spring,Public Health,BS Public Health,Undergraduate,Female,Asian,22,Out-of-state,No,Yes,4659.0,27,26,97.8,81.3,74.5,3,1,2,3.39,Low,0.75,Yes,0.61,No
S02000,2025,Fall,Public Health,MPH,Graduate,Female,Hispanic/Latino,30,Out-of-state,Yes,Yes,4866.0,18,18,100.0,84.2,62.1,2,3,0,4.0,Low,0.798,Yes,0.672,Yes
S02001,2022,Fall,Public Health,MS Epidemiology,Graduate,Female,White,29,In-state,Yes,Yes,938.0,24,23,96.2,68.7,81.7,3,0,1,3.59,Medium,0.737,No,0.591,No
S02002,2025,Fall,Health Administration,BS Health Administration,Undergraduate,Male,White,23,In-state,No,Yes,5579.0,32,32,100.0,92.0,65.4,3,0,1,2.85,Low,0.694,No,0.541,No
S02003,2025,Fall,Nutrition,BS Nutrition,Undergraduate,Male,White,19,Out-of-state,No,No,10567.0,24,24,97.9,96.8,75.8,1,0,1,2.75,Medium,0.599,Yes,0.495,No
S02004,2024,Fall,Health Administration,MHA,Graduate,Female,Multiracial,29,Out-of-state,Yes,Yes,9425.0,21,19,89.4,97.9,91.9,1,4,2,3.28,Low,0.796,No,0.659,Yes
S02005,2026,Spring,Nutrition,MS Nutrition,Graduate,Female,Black,22,In-state,No,No,8088.0,24,21,88.9,80.3,43.2,4,2,3,3.03,Low,0.606,Yes,0.394,No
S02006,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Hispanic/Latino,20,Out-of-state,No,Yes,6218.0,32,30,92.9,90.0,72.3,4,2,0,4.0,Low,0.842,Yes,0.81,Yes
S02007,2025,Spring,Health Administration,BS Health Administration,Undergraduate,Male,White,21,In-state,No,Yes,8134.0,32,28,86.1,79.3,39.9,3,1,1,2.35,High,0.281,No,0.151,No
S02008,2025,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Hispanic/Latino,20,Out-of-state,No,Yes,5767.0,31,31,100.0,100.0,65.6,3,1,0,3.01,Low,0.749,Yes,0.625,No
S02009,2025,Spring,Data Science,BS Health Data Science,Undergraduate,Male,White,19,In-state,Yes,Yes,1831.0,33,33,100.0,86.3,72.5,1,3,0,3.68,Low,0.789,No,0.702,Yes
S02010,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Hispanic/Latino,21,In-state,No,Yes,5424.0,27,27,100.0,75.4,60.7,3,0,2,3.35,Low,0.673,No,0.523,No
S02011,2025,Spring,Social Work,BSW,Undergraduate,Female,Black,23,In-state,No,No,8893.0,30,30,100.0,94.6,77.9,1,1,1,3.98,Low,0.817,Yes,0.8,Yes
S02012,2023,Spring,Data Science,BS Health Data Science,Undergraduate,Female,Multiracial,22,Out-of-state,No,Yes,5657.0,30,30,100.0,90.3,91.9,1,2,0,3.16,Low,0.767,Yes,0.649,Yes
S02013,2022,Spring,Data Science,BS Health Data Science,Undergraduate,Male,White,19,In-state,Yes,No,14538.0,33,33,100.0,79.3,61.3,2,0,4,3.51,Medium,0.555,Yes,0.605,No
S02014,2022,Spring,Public Health,MPH,Graduate,Female,White,35,Out-of-state,No,Yes,15.0,21,21,100.0,76.8,58.4,4,2,1,3.11,Low,0.718,Yes,0.443,Yes
S02015,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Female,White,23,In-state,Yes,Yes,2950.0,27,24,89.4,94.2,73.6,2,2,3,2.69,Low,0.711,Yes,0.473,Yes
S02016,2023,Spring,Health Administration,BS Health Administration,Undergraduate,Female,White,23,In-state,No,Yes,5075.0,33,33,100.0,81.7,97.4,4,2,2,2.99,Low,0.774,Yes,0.646,Yes
S02017,2023,Fall,Social Work,BSW,Undergraduate,Female,White,20,In-state,No,Yes,0.0,24,24,100.0,73.9,71.0,4,1,2,3.73,Low,0.798,Yes,0.647,Yes
S02018,2024,Spring,Health Administration,MHA,Graduate,Female,White,25,In-state,Yes,No,6980.0,21,21,97.8,95.6,73.6,2,0,2,3.11,Low,0.755,Yes,0.575,No
S02019,2024,Spring,Health Administration,BS Health Administration,Undergraduate,Female,Hispanic/Latino,21,Out-of-state,Yes,Yes,12484.0,24,24,100.0,91.3,48.7,3,1,0,3.9,Low,0.726,No,0.695,No
S02020,2024,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Multiracial,20,In-state,No,No,8643.0,32,32,100.0,100.0,71.3,4,2,1,3.33,Low,0.794,No,0.737,Yes
S02021,2025,Fall,Public Health,BS Public Health,Undergraduate,Male,White,21,In-state,Yes,No,8933.0,27,22,82.6,82.8,47.1,4,1,2,3.42,Low,0.663,Yes,0.529,Yes
S02022,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Black,23,In-state,Yes,Yes,3075.0,30,30,100.0,80.4,56.7,1,0,2,4.0,Low,0.756,Yes,0.68,Yes
S02023,2026,Fall,Health Administration,BS Health Administration,Undergraduate,Female,White,22,In-state,No,Yes,5170.0,27,26,97.9,81.6,66.2,1,1,0,3.14,Low,0.656,No,0.48,Yes
S02024,2023,Spring,Public Health,BS Public Health,Undergraduate,Female,Black,18,Out-of-state,Yes,Yes,9168.0,33,28,84.7,95.7,69.1,0,1,1,3.12,Low,0.679,Yes,0.565,No
S02025,2023,Spring,Social Work,MSW,Graduate,Female,Asian,22,In-state,No,No,7806.0,30,27,88.4,85.4,54.9,5,1,4,3.4,Low,0.737,Yes,0.615,Yes
S02026,2023,Spring,Public Health,BS Public Health,Undergraduate,Male,Other/Unknown,21,In-state,Yes,Yes,10262.0,27,27,99.6,90.7,68.8,4,1,1,2.42,Medium,0.55,Yes,0.424,Yes
S02027,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,23,Out-of-state,Yes,Yes,5565.0,31,24,78.3,53.0,64.6,1,3,1,2.04,High,0.192,No,0.068,No
S02028,2023,Spring,Nutrition,MS Nutrition,Graduate,Female,Multiracial,40,Out-of-state,No,No,12997.0,24,24,100.0,79.5,81.6,4,3,0,3.25,Medium,0.655,Yes,0.595,Yes
S02029,2026,Fall,Social Work,BSW,Undergraduate,Female,White,21,International,No,Yes,3413.0,31,31,100.0,100.0,85.0,0,0,0,3.54,Low,0.827,Yes,0.749,Yes
S02030,2026,Spring,Data Science,BS Health Data Science,Undergraduate,Nonbinary,Black,22,In-state,No,No,3749.0,27,24,87.7,67.6,71.4,1,2,0,2.97,Medium,0.526,Yes,0.357,No
S02031,2025,Fall,Social Work,BSW,Undergraduate,Female,Black,21,In-state,Yes,Yes,2856.0,30,27,91.3,93.2,82.1,0,3,2,2.07,High,0.436,No,0.206,No
S02032,2024,Spring,Data Science,BS Health Data Science,Undergraduate,Female,White,20,In-state,No,No,15229.0,30,30,100.0,91.6,88.1,4,2,1,2.84,Medium,0.638,Yes,0.621,Yes
S02033,2023,Fall,Health Administration,MHA,Graduate,Male,Black,44,International,Yes,No,17841.0,27,26,96.9,68.9,85.2,1,0,2,2.73,High,0.318,No,0.237,No
S02034,2025,Spring,Social Work,BSW,Undergraduate,Female,Hispanic/Latino,22,International,Yes,No,9840.0,32,32,100.0,94.5,100.0,1,0,0,3.81,Low,0.839,Yes,0.827,Yes
S02035,2026,Fall,Data Science,MS Health Data Science,Graduate,Female,Multiracial,27,In-state,Yes,No,8528.0,24,22,92.8,71.1,81.0,3,5,2,3.29,Low,0.695,Yes,0.52,Yes
S02036,2024,Fall,Health Administration,MHA,Graduate,Female,Black,26,Out-of-state,No,Yes,7307.0,21,20,97.0,84.8,87.0,2,4,1,2.9,Low,0.716,Yes,0.492,No
S02037,2025,Spring,Data Science,BS Health Data Science,Undergraduate,Female,Black,21,In-state,No,Yes,2328.0,24,24,100.0,83.8,94.3,5,4,2,3.27,Low,0.833,Yes,0.684,No
S02038,2024,Fall,Health Administration,MHA,Graduate,Male,Black,33,Out-of-state,No,Yes,11870.0,21,21,100.0,100.0,68.3,5,1,1,4.0,Low,0.855,No,0.819,Yes
S02039,2023,Spring,Social Work,BSW,Undergraduate,Female,Black,22,In-state,Yes,Yes,5739.0,32,32,100.0,90.3,85.8,4,3,0,2.87,Low,0.76,Yes,0.625,Yes
S02040,2023,Fall,Data Science,BS Health Data Science,Undergraduate,Male,Black,22,International,Yes,Yes,7977.0,30,28,92.5,78.1,39.1,0,1,1,3.57,High,0.395,Yes,0.324,No
S02041,2024,Fall,Data Science,BS Health Data Science,Undergraduate,Female,White,22,In-state,No,Yes,3917.0,24,24,100.0,97.2,61.8,1,2,2,3.7,Low,0.792,No,0.686,No
S02042,2026,Fall,Health Administration,BS Health Administration,Undergraduate,Male,White,22,In-state,No,Yes,83.0,33,30,89.6,98.2,88.6,5,1,0,3.1,Low,0.861,Yes,0.735,No
S02043,2024,Spring,Public Health,BS Public Health,Undergraduate,Female,Asian,19,Out-of-state,Yes,No,13354.0,31,31,100.0,83.3,95.9,1,1,0,2.92,Low,0.652,Yes,0.566,No
S02044,2025,Spring,Public Health,BS Public Health,Undergraduate,Female,Asian,23,Out-of-state,No,Yes,10498.0,33,31,93.1,82.9,92.8,1,1,0,3.43,Low,0.735,No,0.678,Yes
S02045,2023,Spring,Nutrition,BS Nutrition,Undergraduate,Male,White,22,In-state,Yes,Yes,5198.0,33,33,100.0,85.6,62.6,3,2,2,3.47,Low,0.742,Yes,0.655,No
S02046,2024,Spring,Public Health,BS Public Health,Undergraduate,Female,Asian,22,In-state,Yes,Yes,4618.0,33,33,100.0,98.5,78.7,4,2,2,4.0,Low,0.882,Yes,0.861,Yes
S02047,2025,Fall,Data Science,BS Health Data Science,Undergraduate,Female,White,23,Out-of-state,No,No,5893.0,32,29,91.5,80.2,62.7,1,1,2,2.37,Medium,0.447,Yes,0.289,Yes
S02048,2025,Spring,Public Health,BS Public Health,Undergraduate,Male,Asian,23,Out-of-state,No,No,11908.0,33,33,100.0,84.0,79.1,6,4,1,3.11,Low,0.729,Yes,0.667,Yes
S02049,2022,Fall,Public Health,MS Epidemiology,Graduate,Male,Asian,35,In-state,No,No,7407.0,18,17,93.8,94.3,51.9,0,5,0,4.0,Low,0.768,Yes,0.655,No
S02050,2023,Fall,Data Science,MS Health Data Science,Graduate,Male,Asian,38,In-state,No,Yes,8598.0,18,18,97.5,86.7,67.6,0,0,3,3.62,Low,0.721,No,0.573,No
S02051,2023,Spring,Social Work,BSW,Undergraduate,Female,Hispanic/Latino,23,International,Yes,Yes,7925.0,33,33,100.0,87.5,62.9,5,2,1,3.75,Low,0.791,Yes,0.758,Yes
S02052,2025,Fall,Social Work,BSW,Undergraduate,Female,White,20,In-state,No,No,10710.0,33,28,86.0,75.5,74.1,3,1,2,3.89,Medium,0.689,Yes,0.704,Yes
S02053,2023,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Hispanic/Latino,21,In-state,Yes,Yes,3098.0,32,32,100.0,92.6,95.1,3,4,1,3.13,Low,0.822,Yes,0.708,Yes
S02054,2026,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Black,22,In-state,No,Yes,5625.0,33,31,93.8,89.1,91.5,2,2,1,3.54,Low,0.816,Yes,0.747,Yes
S02055,2026,Fall,Nutrition,MS Nutrition,Graduate,Female,White,29,International,Yes,Yes,4377.0,18,16,87.4,82.1,86.8,2,5,2,3.14,Low,0.757,Yes,0.515,No
S02056,2025,Fall,Public Health,BS Public Health,Undergraduate,Male,Black,22,In-state,Yes,Yes,3533.0,33,27,82.9,89.0,53.9,1,3,2,1.98,Medium,0.426,Yes,0.221,No
S02057,2023,Spring,Social Work,BSW,Undergraduate,Female,White,22,Out-of-state,No,No,10910.0,30,30,100.0,80.6,68.4,3,3,1,3.4,Low,0.681,Yes,0.612,No
S02058,2024,Fall,Public Health,MS Epidemiology,Graduate,Male,White,23,In-state,Yes,Yes,1283.0,21,19,89.4,77.1,88.1,4,0,2,3.56,Low,0.832,Yes,0.652,Yes
S02059,2024,Fall,Public Health,BS Public Health,Undergraduate,Female,Hispanic/Latino,20,In-state,Yes,Yes,4606.0,30,30,100.0,100.0,68.1,1,5,1,3.7,Low,0.812,Yes,0.748,Yes
S02060,2022,Fall,Data Science,BS Health Data Science,Undergraduate,Male,White,23,In-state,No,Yes,1823.0,33,30,90.9,80.7,61.1,0,1,2,2.57,Medium,0.497,No,0.318,No
S02061,2023,Spring,Social Work,BSW,Undergraduate,Female,Hispanic/Latino,21,In-state,No,No,15501.0,32,32,100.0,84.2,92.2,5,5,1,3.56,Low,0.777,Yes,0.778,No
S02062,2022,Spring,Data Science,BS Health Data Science,Undergraduate,Male,Black,20,In-state,No,No,11961.0,32,31,96.5,67.3,48.8,2,0,0,3.66,Medium,0.496,No,0.516,No
